datetime,option_type,strike_relative,iv,oi,strike,spot,open,high,low,close,volume,timestamp
2025-01-31 09:15:00,CE,ATM,26.891937,1911450,23300.0,23285.7,365.0,365.0,330.0,339.95,573525,1738295100
2025-01-31 09:16:00,CE,ATM,26.329244,1911450,23300.0,23298.15,341.95,343.45,336.25,339.6,349125,1738295160
2025-01-31 09:17:00,CE,ATM,26.939967,1911450,23300.0,23299.2,338.55,349.0,338.55,347.55,355050,1738295220
2025-01-31 09:18:00,CE,ATM,26.924698,2238150,23300.0,23305.75,347.45,350.9,347.35,350.8,261375,1738295280
2025-01-31 09:19:00,CE,ATM,27.039729,2238150,23300.0,23301.25,350.65,353.25,348.5,349.8,315900,1738295340
2025-01-31 09:20:00,CE,ATM,27.28338,2238150,23300.0,23294.8,349.55,352.0,346.0,349.35,234300,1738295400
2025-01-31 09:21:00,CE,ATM,27.554965,2433000,23300.0,23311.05,347.45,361.2,347.45,361.2,468150,1738295460
2025-01-31 09:22:00,CE,ATM,27.599269,2433000,23300.0,23309.7,361.35,363.15,358.65,361.0,348300,1738295520
2025-01-31 09:23:00,CE,ATM,27.824657,2433000,23300.0,23316.25,360.3,367.2,360.05,367.2,294450,1738295580
2025-01-31 09:24:00,CE,ATM,27.560438,2585100,23300.0,23316.3,365.6,365.95,363.05,364.0,248400,1738295640
2025-01-31 09:25:00,CE,ATM,27.69841,2585100,23300.0,23316.95,363.85,366.0,363.55,366.0,258600,1738295700
2025-01-31 09:26:00,CE,ATM,27.742325,2585100,23300.0,23321.6,366.15,370.95,365.5,369.0,417375,1738295760
2025-01-31 09:27:00,CE,ATM,27.365557,881700,23350.0,23329.3,341.45,343.4,337.4,342.9,154650,1738295820
2025-01-31 09:28:00,CE,ATM,27.353125,2710725,23300.0,23317.7,371.1,371.4,361.5,362.15,324975,1738295880
2025-01-31 09:29:00,CE,ATM,27.214936,881700,23350.0,23326.05,333.95,340.1,333.6,339.35,88425,1738295940
2025-01-31 09:30:00,CE,ATM,27.391533,2804475,23300.0,23319.15,367.2,368.9,361.6,363.35,255825,1738296000
2025-01-31 09:31:00,CE,ATM,27.329933,2804475,23300.0,23323.75,363.0,367.15,362.45,365.05,128250,1738296060
2025-01-31 09:32:00,CE,ATM,27.408662,2804475,23300.0,23319.4,365.25,365.25,359.0,363.65,236775,1738296120
2025-01-31 09:33:00,CE,ATM,27.484479,2822175,23300.0,23324.9,362.0,368.0,362.0,367.5,224625,1738296180
2025-01-31 09:34:00,CE,ATM,27.494978,2822175,23300.0,23318.55,367.0,367.5,363.9,364.2,128325,1738296240
2025-01-31 09:35:00,CE,ATM,27.217815,2822175,23300.0,23308.0,363.0,365.05,355.2,355.2,309450,1738296300
2025-01-31 09:36:00,CE,ATM,27.434347,2892675,23300.0,23301.65,357.3,359.75,354.35,354.45,213675,1738296360
2025-01-31 09:37:00,CE,ATM,27.317523,2892675,23300.0,23315.3,354.2,360.8,351.0,360.25,326250,1738296420
2025-01-31 09:38:00,CE,ATM,27.419315,2892675,23300.0,23314.9,360.9,362.55,359.35,361.25,219375,1738296480
2025-01-31 09:39:00,CE,ATM,27.570212,3004125,23300.0,23323.2,360.85,368.35,360.6,367.5,339075,1738296540
2025-01-31 09:40:00,CE,ATM,27.59444,3004125,23300.0,23312.4,366.9,367.95,360.95,362.0,229575,1738296600
2025-01-31 09:41:00,CE,ATM,27.754451,3004125,23300.0,23311.8,362.4,363.95,358.0,363.6,166350,1738296660
2025-01-31 09:42:00,CE,ATM,27.650382,1465200,23350.0,23325.9,335.5,346.85,335.5,344.3,262200,1738296720
2025-01-31 09:43:00,CE,ATM,27.322175,1465200,23350.0,23342.6,344.55,351.0,341.55,348.95,335025,1738296780
2025-01-31 09:44:00,CE,ATM,26.896738,1465200,23350.0,23349.45,349.5,351.25,345.2,347.35,300750,1738296840
2025-01-31 09:45:00,CE,ATM,26.574961,1487925,23350.0,23359.25,347.65,349.7,341.7,348.6,316575,1738296900
2025-01-31 09:46:00,CE,ATM,26.500651,1487925,23350.0,23361.55,349.85,349.85,347.0,348.9,153075,1738296960
2025-01-31 09:47:00,CE,ATM,26.318214,1487925,23350.0,23374.5,349.05,355.6,348.9,353.6,332775,1738297020
2025-01-31 09:48:00,CE,ATM,26.159756,1509375,23350.0,23374.95,353.4,353.4,350.2,351.9,164175,1738297080
2025-01-31 09:49:00,CE,ATM,25.717529,1967175,23400.0,23377.8,323.4,323.85,320.6,322.35,209400,1738297140
2025-01-31 09:50:00,CE,ATM,25.885942,1509375,23350.0,23371.35,352.0,352.0,344.4,346.6,203025,1738297200
2025-01-31 09:51:00,CE,ATM,25.491954,2012625,23400.0,23378.55,317.95,323.4,316.55,319.95,272475,1738297260
2025-01-31 09:52:00,CE,ATM,25.96534,1478700,23350.0,23372.05,349.35,352.2,346.05,347.9,153750,1738297320
2025-01-31 09:53:00,CE,ATM,25.919374,1478700,23350.0,23358.35,348.3,348.3,338.95,340.0,217050,1738297380
2025-01-31 09:54:00,CE,ATM,26.299786,1423200,23350.0,23350.6,340.3,340.5,335.05,340.5,183000,1738297440
2025-01-31 09:55:00,CE,ATM,26.012436,1423200,23350.0,23374.35,341.1,350.0,340.9,349.65,246300,1738297500
2025-01-31 09:56:00,CE,ATM,25.7038,2055150,23400.0,23379.65,320.25,324.95,320.0,323.0,311625,1738297560
2025-01-31 09:57:00,CE,ATM,25.698348,2140950,23400.0,23381.75,323.2,324.5,322.6,324.0,149925,1738297620
2025-01-31 09:58:00,CE,ATM,25.592329,2140950,23400.0,23388.7,323.9,327.0,323.55,326.3,210225,1738297680
2025-01-31 09:59:00,CE,ATM,25.362504,2140950,23400.0,23389.5,326.15,327.55,321.15,323.9,303225,1738297740
2025-01-31 10:00:00,CE,ATM,25.320761,2211075,23400.0,23391.85,324.55,325.65,323.05,324.6,217500,1738297800
2025-01-31 10:01:00,CE,ATM,25.1567,2211075,23400.0,23393.6,325.45,325.45,323.0,323.5,157800,1738297860
2025-01-31 10:02:00,CE,ATM,25.131001,2211075,23400.0,23399.75,324.5,327.95,324.0,326.4,205425,1738297920
2025-01-31 10:03:00,CE,ATM,25.023334,2298375,23400.0,23399.9,326.8,328.95,325.15,325.15,252675,1738297980
2025-01-31 10:04:00,CE,ATM,25.057757,2298375,23400.0,23393.05,325.65,325.65,317.9,321.95,274500,1738298040
2025-01-31 10:05:00,CE,ATM,25.503733,1392675,23350.0,23372.8,348.75,349.2,339.9,342.45,209400,1738298100
2025-01-31 10:06:00,CE,ATM,25.725663,1351275,23350.0,23359.4,342.85,342.85,331.1,337.95,208125,1738298160
2025-01-31 10:07:00,CE,ATM,25.937039,1351275,23350.0,23351.1,338.95,339.7,336.1,336.1,103800,1738298220
2025-01-31 10:08:00,CE,ATM,26.3933,1351275,23350.0,23342.4,335.8,339.3,334.8,337.05,105300,1738298280
2025-01-31 10:09:00,CE,ATM,26.454062,1389375,23350.0,23338.15,336.65,337.25,333.0,335.55,101625,1738298340
2025-01-31 10:10:00,CE,ATM,26.778563,1389375,23350.0,23333.3,336.7,338.5,332.35,336.95,104700,1738298400
2025-01-31 10:11:00,CE,ATM,26.8827,1389375,23350.0,23332.25,336.0,337.65,333.4,337.65,97200,1738298460
2025-01-31 10:12:00,CE,ATM,26.721433,1424700,23350.0,23327.95,336.95,341.25,331.6,333.45,182700,1738298520
2025-01-31 10:13:00,CE,ATM,26.667159,1424700,23350.0,23335.35,333.55,336.6,321.4,336.6,289425,1738298580
2025-01-31 10:14:00,CE,ATM,26.679195,1424700,23350.0,23340.2,339.0,340.0,336.7,339.25,235950,1738298640
2025-01-31 10:15:00,CE,ATM,26.56339,1508250,23350.0,23348.65,338.95,343.65,338.65,342.25,287625,1738298700
2025-01-31 10:16:00,CE,ATM,26.296317,1508250,23350.0,23335.95,340.6,341.1,327.65,332.35,307350,1738298760
2025-01-31 10:17:00,CE,ATM,26.375353,1508250,23350.0,23344.5,332.3,337.9,332.3,337.75,106950,1738298820
2025-01-31 10:18:00,CE,ATM,26.148175,1586175,23350.0,23350.45,337.15,340.0,336.55,338.1,93750,1738298880
2025-01-31 10:19:00,CE,ATM,26.10479,1586175,23350.0,23362.05,340.0,344.0,338.8,343.7,189225,1738298940
2025-01-31 10:20:00,CE,ATM,25.523758,2586225,23400.0,23375.6,315.2,320.5,313.05,318.25,348600,1738299000
2025-01-31 10:21:00,CE,ATM,25.723647,1600725,23350.0,23372.15,347.4,347.4,342.3,344.45,186000,1738299060
