datetime,option_type,strike_relative,iv,oi,strike,spot,open,high,low,close,volume,timestamp
2024-12-27 09:15:00,CE,ATM+10,13.361623,1885350,24300.0,23819.5,28.05,35.95,28.0,32.25,358050,1735271100
2024-12-27 09:16:00,CE,ATM+10,13.268642,1885350,24300.0,23822.05,32.65,33.05,31.7,31.95,206550,1735271160
2024-12-27 09:17:00,CE,ATM+10,13.237845,1885350,24300.0,23823.25,31.7,32.4,30.95,31.9,199800,1735271220
2024-12-27 09:18:00,CE,ATM+10,13.1012,889575,24350.0,23831.1,24.95,25.65,24.55,25.35,69825,1735271280
2024-12-27 09:19:00,CE,ATM+10,13.216119,2026875,24300.0,23823.05,31.85,32.45,31.1,31.7,178275,1735271340
2024-12-27 09:20:00,CE,ATM+10,12.968551,889575,24350.0,23827.5,24.7,25.25,24.0,24.05,161625,1735271400
2024-12-27 09:21:00,CE,ATM+10,13.028988,946575,24350.0,23836.9,24.35,26.25,24.25,25.6,131550,1735271460
2024-12-27 09:22:00,CE,ATM+10,12.935627,946575,24350.0,23829.7,25.75,26.05,24.1,24.1,128175,1735271520
2024-12-27 09:23:00,CE,ATM+10,13.119912,946575,24350.0,23828.35,24.15,25.2,23.45,25.1,89475,1735271580
2024-12-27 09:24:00,CE,ATM+10,13.009982,978675,24350.0,23839.95,25.05,26.1,25.05,25.85,135825,1735271640
2024-12-27 09:25:00,CE,ATM+10,12.72636,978675,24350.0,23841.85,25.35,25.8,24.25,24.25,182175,1735271700
2024-12-27 09:26:00,CE,ATM+10,12.928808,978675,24350.0,23826.5,24.2,24.2,22.85,23.65,142350,1735271760
2024-12-27 09:27:00,CE,ATM+10,12.768626,949500,24350.0,23839.35,23.45,24.2,22.5,24.2,149850,1735271820
2024-12-27 09:28:00,CE,ATM+10,12.37947,949500,24350.0,23854.2,23.9,24.1,23.15,23.55,109800,1735271880
2024-12-27 09:29:00,CE,ATM+10,12.319893,949500,24350.0,23856.1,23.55,24.0,23.35,23.4,131100,1735271940
2024-12-27 09:30:00,CE,ATM+10,12.212097,1022925,24350.0,23848.9,23.65,23.85,21.85,21.85,153900,1735272000
